,Company,Ticker,Sector,Industry,No.Yrs,CCCSeq,DRIP DR,Fees SP,Price,Div.Yield,Current Dividend,Payouts/Year,Annualized,Qtly Sch,Previous Payout,Last Increased on:Ex-Div,Last Increased on:Pay,MR%Inc.,DGR 1-yr,DGR 3-yr,DGR 5-yr,DGR 10-yr,5/10 A/D*,Past 5yr DEG,&=MultiIncThisYrNotes,EPS %Payout,TTM P/E,FYE Month,TTM EPS,PEG,TTM P/Sales,MRQ P/Book,TTM ROE,TTM Growth,NY Growth,Past 5yr Growth,Est-5yr Growth,MktCap($Mil),Inside Own.,Debt/Equity,TweedFactor,Chowder Rule,+/-% vs.Graham,Estimated Div:2018,2019,2020,2021,2022,Est. Payback$,Est. Payback%,5-yr Beta,52-wk Low,52-wk High,50-day MMA,200-day MMA,OTC,StreakBegan,RecessionsSurvived,TTM ROA,1/3 A/D,updated,P/E
177,Landstar System Inc.,LSTR,Industrials,Road & Rail,16,239,-,-,139.4,0.6025824964131994,0.21,4,0.84,C16,0.185,2020-08-07 00:00:00,2020-08-28 00:00:00,13.513513513513512,12.857142857142879,27.628548928370765,21.367153789240856,15.315410418521381,1.3951407899197348,1.6187237719121859,,18.461538461538463,30.63736263736264,12,4.55,6.14,1.43,7.74,26.200000000000003,11.700000000000001,26.66,13.200000000000001,5.09,5470,0.5,0.19,-8.667626351708584,21.969736285654054,224.6421529507952,0.8690000000000001,0.9559000000000002,1.0045553100000002,1.0556871752790002,1.1094216525007012,4.994564137779703,3.5829011031418236,1.01,65.75,-12.280000000000001,1.53,13.19,,2005,1,13.3,0.4653571525046811,False,0
178,LyondellBasell Industries NV,LYB,Materials,Chemicals,10,425,-,-,85.76,4.897388059701493,1.05,4,4.2,C12,1,2019-06-07 00:00:00,2019-06-17 00:00:00,5.000000000000004,1.2048192771084265,5.764595423169894,6.678067898520257,,,1.7573862890842782,"2020 = Year 10, Netherlands,US$",118.3098591549296,24.157746478873243,12,3.55,,1.05,3.99,15.7,-20.3,63.029999999999994,3.8,-4.07,29500,0.1,1.97,-12.582290520651494,11.575455958221749,106.97762461000919,4.242,4.666200000000001,4.712862000000001,4.759990620000001,4.807590526200001,23.188643146200004,27.03899620592351,1.53,154.41,-14.12,-4.41,17.48,,2011,0,3.8,0.20900326712709846,False,0
179,Lyons Bancorp Inc.,LYBC,Financials,Banks,21,161,-,-,40.11,3.0914983794564943,0.31,4,1.24,A15,0.3,2019-09-27 00:00:00,2019-10-15 00:00:00,3.3333333333333366,2.4793388429751984,6.38036762853853,9.998355396348346,11.433876679391975,0.8744501691512063,,2020 = Year 21,,,12,,,,,,,,,,,,,,13.08985377580484,,1.2772000000000001,1.3155160000000001,1.3549814800000002,1.3956309244000003,1.4374998521320004,6.7808282565320015,16.905580295517332,,,,,,OTC,2001,2,,0.38858871264493405,False,0
180,MasterCard Inc.,MA,Information Technology,IT Services,10,454,-,-,316.29,0.5564513579310126,0.44,4,1.76,B09,0.4,2021-01-07 00:00:00,2021-02-09 00:00:00,9.999999999999995,21.212121212121215,22.052244447028492,20.11244339814313,38.866302896176165,0.5174776580080088,0.9716156230987021,,26.506024096385545,47.63403614457832,12,6.64,4.78,21.07,56.01,114.19999999999999,43.3,29.659999999999997,20.7,10.23,328640,11.1,0.0,-26.965141388504172,20.668894756074145,988.9306404721267,1.7600000000000002,1.9360000000000004,2.1296000000000004,2.3425600000000006,2.576816000000001,10.744976000000003,3.3971911853046257,1.15,58.15,-13.88,-6.2,-0.5599999999999999,,2012,0,21.8,0.9619030508697048,False,0
181,Mid-America Apartment Communities Inc.,MAA,Real Estate,Equity Real Estate Investment Trusts (REITs),11,354,N,N,132.75,3.0885122410546137,1.025,4,4.1,A31,1,2021-01-14 00:00:00,2021-01-29 00:00:00,2.499999999999991,4.166666666666674,4.7514996428468015,5.366330364357852,4.981431021685134,1.077266821721946,0.5770247703610593,,157.088122605364,50.862068965517246,12,2.61,7.26,9.04,2.57,5.3,53.800000000000004,6.569999999999999,9.3,7.000000000000001,15100,0.5,0.75,-42.40722636010478,8.454842605412466,141.03067323602824,4.4,4.689080000000001,5.017315600000001,5.368527692000002,5.744324630440002,25.219247922440005,18.997550224060266,0.69,61.89,-10.83,5.12,11.84,,2011,0,2.8000000000000003,0.8769161275092232,False,0
182,Main Street Capital Corp.,MAIN,Financials,Capital Markets,10,428,-,-,31.82,7.730986800754243,0.205,12,2.46,Mo.,0.2,2019-06-27 00:00:00,2019-07-15 00:00:00,2.4999999999999885,1.8633540372670732,3.249001381828376,3.215082129087299,5.071367544439487,0.6339674852816541,,2020 = Year 10,,,12,-0.56,,9.65,1.51,-2.4,-26.400000000000002,8.649999999999999,-2.3,7.000000000000001,2130,4.7,0.83,,10.946068929841541,,2.4846,2.6995179,2.8884841530000003,3.0906780437100005,3.3070255067697008,14.470305603479702,45.47550472495192,1.45,125.51,-29.45,-0.22999999999999998,4.51,,2011,0,-1.3,0.5735159263670336,False,0
183,ManpowerGroup Inc.,MAN,Industrials,Professional Services,10,423,-,-,88.44,2.6458616010854814,1.17,2,2.34,JuDe,1.09,2020-11-30 00:00:00,2020-12-15 00:00:00,7.339449541284389,3.66972477064218,6.708373027724535,7.15136090752686,11.811808478272878,0.6054416578698651,0.9168411419906232,,162.5,61.416666666666664,12,1.44,21.03,0.29,2.04,3.3000000000000003,-9.2,62.86000000000001,7.8,3,5190,0.2,0.42,-51.61944415805432,9.797222508612341,135.97551662078092,2.2826,2.51086,2.5861858,2.663771374,2.74368451522,12.78710168922,14.458504849864315,2.07,78.41,-11.31,-2.91,15.49,,2011,0,1,0.5470364804514967,False,0
184,Mercantile Bank Corp.,MBWM,Financials,Banks,10,464,N,N,27.15,4.27255985267035,0.29,4,1.16,C21,0.28,2021-03-04 00:00:00,2021-03-17 00:00:00,3.5714285714285547,5.660377358490565,14.814155115602246,14.06647108217831,60.295674122756004,0.23329154681213735,0.7522177049293214,,42.80442804428044,10.018450184501845,12,2.71,1.29,2.99,1.05,10.7,19.1,-5.67,18.7,8,443.89,0.8999999999999999,0.11,8.320580750346814,18.339030934848658,-31.624004557392162,1.2320000000000002,1.2443200000000003,1.3438656000000004,1.4513748480000006,1.5674848358400009,6.839045283840003,25.189853715801114,1.13,58.86,-20.68,1.54,18.61,,2012,0,1.0999999999999999,0.3820924861606899,False,0
185,Microchip Technology Inc.,MCHP,Information Technology,Semiconductors & Semiconductor Equipment,19,173,-,-,136.11,1.0829476158989053,0.3685,4,1.474,C06,0.368,2020-11-19 00:00:00,2020-12-04 00:00:00,0.13586956521739144,0.5468215994531844,0.5498392300043564,0.5388540857770518,0.7138528864142346,0.7548531301509168,0.08691194931887933,,62.723404255319146,57.91914893617022,3,2.35,5.85,7,6.52,11,50.8,13.919999999999998,6.2,10.100000000000001,36630,2.06,1.69,-56.29734723449426,1.6218017016759572,309.67892634969087,1.6181000000000003,1.7799100000000005,1.9579010000000008,2.153691100000001,2.369060210000001,9.878662310000003,7.257851965322168,1.72,156.09,-12.389999999999999,-2.85,22.18,,2002,1,3.5000000000000004,0.9945117947456239,False,0
186,McKesson Corp.,MCK,Health Care,Health Care Providers & Services,13,276,Y,Y,174.47,0.9629162606751877,0.42,4,1.68,A02,0.41,2020-08-31 00:00:00,2020-10-01 00:00:00,2.4390243902439046,4.430379746835422,11.82373114541626,9.670575129392356,9.595822638521723,1.0077901076006288,,,12.923076923076923,13.420769230769231,3,13,1.37,0.12,4.95,39.4,9.6,8.41,-8,10.12,28580,0.05,1.29,-2.7872778407016874,10.633491390067544,71.83041729476278,1.8084,1.9604864400000002,2.156535084,2.3721885924000006,2.609407451640001,10.907017568040002,6.2515146260331305,0.87,54.949999999999996,-7.03,-1.91,10.57,,2008,1,3.6999999999999997,0.37470234161683896,False,0
187,Moody's Corp.,MCO,Financials,Capital Markets,11,305,-,-,266.26,0.8412829565086759,0.56,4,2.24,C12,0.5,2020-02-24 00:00:00,2020-03-18 00:00:00,12.00000000000001,12.00000000000001,13.798047356553855,10.494795379650323,18.222427548378416,0.5759274032939831,1.0494795379650323,,23.28482328482329,27.677754677754677,12,9.62,2.72,9.69,33.89,195.4,15.4,1.55,10,10.34,51490,0.3,0.0,-16.34167634159568,11.336078336159,545.6690263350812,2.4640000000000004,2.5021920000000004,2.7524112000000005,3.027652320000001,3.3304175520000014,14.076673072000006,5.2868147945617086,1.13,62.17,-12.97,-3.7800000000000002,-3.35,,2010,0,16.400000000000002,0.8696882747181035,False,0
188,Magna International Inc.,MGA,Consumer Discretionary,Auto Components,11,306,-,-,70.25,2.2775800711743774,0.4,4,1.6,C23,0.365,2020-03-05 00:00:00,2020-03-20 00:00:00,9.58904109589042,9.589041095890426,13.30326698854094,12.700920209792542,20.159463400188194,0.6300227321365099,2.70232344889203,"Canada,US$",107.38255033557047,47.147651006711406,12,1.49,4.51,0.69,2.11,4.5,-15.8,106.22,4.7,10.76,21850,1.6,0.39,-32.16915072574449,14.97850028096692,110.27129948834204,1.616,1.7776000000000003,1.9553600000000004,2.150896000000001,2.365985600000001,9.865841600000003,14.043902633451962,1.58,208.79,-9.46,3.5900000000000003,35.47,,2011,0,1.7999999999999998,0.7208034766309777,False,0
189,MarketAxess Holdings Inc.,MKTX,Financials,Capital Markets,13,284,-,-,540.76,0.4882017900732303,0.66,4,2.64,B28,0.6,2021-02-09 00:00:00,2021-02-24 00:00:00,10.000000000000009,17.647058823529417,22.052244447028492,24.57309396155174,23.96678010140725,1.0252980941778196,1.1019324646435757,,36.36363636363637,74.48484848484848,12,7.26,3.72,31.72,22.35,33.300000000000004,18.5,7.55,22.3,19.86,20540,2.6,0.0,-49.42355273322352,25.06129575162497,760.1644193308791,2.64,2.83932,3.123252,3.4355772,3.77913492,15.81728412,2.9250100081366965,0.41,96.28999999999999,-10.83,-0.5599999999999999,6.0600000000000005,,2009,0,26.3,0.8002386725722757,False,0
190,Marsh & McLennan Companies Inc.,MMC,Financials,Insurance,11,317,Y,Y,109.91,1.6922936948412337,0.465,4,1.86,B15,0.455,2020-07-24 00:00:00,2020-08-14 00:00:00,2.1978021978021998,5.747126436781613,8.76619318898937,9.29169542107051,8.550862971310957,1.0866383255403722,1.6592313251911626,,46.733668341708544,27.615577889447234,12,3.98,3.73,3.24,6.42,25.5,5.8999999999999995,6.72,5.6000000000000005,7.340000000000001,55350,0.2,1.48,-16.63158877353549,10.983989115911744,180.70705176611216,1.94856,2.079503232,2.2321387692287997,2.3959777548901933,2.5718425220991334,11.228022278218127,10.215651240304,0.84,47.86,-9.139999999999999,-3.75,-0.97,,2010,0,6.4,0.6556011615167454,False,0
191,Magellan Midstream Partners LP,MMP,Energy,"Oil, Gas & Consumable Fuels",20,163,-,-,44.46,9.244264507422404,1.0275,4,4.11,B15,1.02,2020-02-06 00:00:00,2020-02-13 00:00:00,0.7352941176470649,1.8587360594795488,5.276217671654115,7.112622508277244,10.952018972771205,0.6494348234750663,1.8237493610967292,,101.48148148148148,10.977777777777778,12,4.05,,3.95,4.25,36.4,-23.599999999999998,7.5200000000000005,3.9,-3.6700000000000004,10200,0.29,0.0,5.37910923792187,16.356887015699648,43.99931412731035,4.1511000000000005,4.46326272,4.507895347200001,4.552974300672001,4.598504043678721,22.273736411550722,50.09837249561566,1.07,101.91,-30.95,1.03,8.07,,2001,2,11.200000000000001,0.35228570448588553,False,0
192,Monro Inc.,MNRO,Consumer Discretionary,Specialty Retail,16,245,-,-,58.47,1.5050453223875493,0.22,4,0.88,C12,0.2,2019-05-31 00:00:00,2019-06-17 00:00:00,9.999999999999995,2.3255813953488413,7.417434195421602,8.69534259253939,13.56294170035115,0.6411103715290809,,2020 = Year 16,97.77777777777777,64.96666666666667,3,0.9,3.59,1.71,2.62,4.1000000000000005,-28.000000000000004,62.580000000000005,-1.9,18,1970,2,0.86,-54.76627875173973,10.200387914926939,175.04558544734738,0.8888,0.9776800000000001,1.0754480000000002,1.1829928000000003,1.3012920800000005,5.426212880000001,9.280336719685312,1.14,57.64,-18.02,13.089999999999998,15.190000000000001,,2005,1,1.6,0.3135290902593113,False,0
193,MidWest One Financial Group Inc.,MOFG,Financials,Banks,11,367,-,-,24.59,3.6600244001626683,0.225,4,0.9,C15,0.22,2021-02-26 00:00:00,2021-03-15 00:00:00,2.2727272727272747,8.64197530864197,9.513911226375726,7.96084730466029,15.969895987933814,0.4984908674843702,1.3492961533322527,,450.0,122.94999999999999,12,0.2,15.65,2.08,0.8,0.6,18.2,4848,5.8999999999999995,8,393.24,0.2,0.29,-111.32912829517703,11.620871704822958,109.08265245006712,0.9680000000000001,1.0648000000000002,1.1499840000000003,1.2419827200000004,1.3413413376000005,5.766108057600001,23.44899576087841,1.03,61.25000000000001,-26.51,-2.34,17.630000000000003,,2011,0,0.1,0.9083514763816105,False,0
194,Morningstar Inc.,MORN,Financials,Capital Markets,11,355,-,-,229.89,0.5480882161033538,0.315,4,1.26,A31,0.3,2020-12-31 00:00:00,2021-01-29 00:00:00,5.000000000000004,5.000000000000004,11.052303824457699,10.639802171942204,,,0.7046226603935235,,30.95823095823096,56.48402948402948,12,4.07,3.56,7.14,8.44,16.1,-16.2,,15.1,16,9580,45.4,0.41,-45.29613909598392,11.187890388045558,360.3019341669884,1.2726,1.310778,1.4418558000000001,1.5860413800000002,1.7446455180000002,7.355920698,3.1997567088607597,1.08,124.08999999999999,-5.79,6.23,32.22,,2011,0,7.3,0.4523943676734148,False,0
195,Marathon Petroleum Corp.,MPC,Energy,"Oil, Gas & Consumable Fuels",10,366,N,N,43.16,5.375347544022243,0.58,4,2.32,C12,0.53,2020-02-18 00:00:00,2020-03-09 00:00:00,9.43396226415093,9.433962264150942,15.136970746415223,15.270088530798276,,,,,,,12,-16.24,,0.35,1.3,-74.4,-24.8,82.5,-2,-6.510000000000001,28900,0.1,1.42,,20.64543607482052,,2.3432,2.5775200000000003,2.6032952000000003,2.6293281520000003,2.6556214335200004,12.80896478552,29.677860948841523,2.2,182.83,-28.48,2.17,20.549999999999997,,2011,0,-21.9,0.6232397764516469,False,0
196,Merck & Company,MRK,Health Care,Pharmaceuticals,10,450,Y,Y,77.07,3.3735565070714935,0.65,4,2.6,A08,0.61,2020-12-14 00:00:00,2021-01-08 00:00:00,6.557377049180333,10.90909090909089,9.079714446945175,6.27312815493295,4.846665727063781,1.2943183021481763,,,57.14285714285715,16.93846153846154,12,4.55,2.27,4.17,6.75,42.3,58.9,6.619999999999999,-1.0999999999999999,7.53,197630,0.08,0.98,-7.291776876457096,9.646684662004443,125.42267990462852,2.684,2.8616808000000002,3.07716536424,3.308875916167272,3.558034272654667,15.489756353061939,20.098295514547736,0.43,18.11,-13.600000000000001,-5.08,-4.33,,2012,0,13.200000000000001,1.2014795148939073,False,0
197,Microsoft Corp.,MSFT,Information Technology,Software,19,174,N,Y,231.96,0.9656837385756166,0.56,4,2.24,C14,0.51,2020-11-18 00:00:00,2020-12-10 00:00:00,9.803921568627459,10.582010582010582,9.54260232311055,10.13143933492402,14.282138804355625,0.70937829926665,0.3236881576653041,FY Streak,36.12903225806452,37.41290322580645,6,6.2,2.65,12.23,14.65,40.699999999999996,13.4,10.620000000000001,31.3,14.549999999999999,1798600,0.1,0.6,-26.315780152306814,11.097123073499636,393.5580714490172,2.299,2.5289,2.7817900000000004,3.0599690000000006,3.365965900000001,14.035624900000002,6.050881574409382,0.83,75.03999999999999,-4.3999999999999995,6.2700000000000005,12.7,,2002,1,16.2,1.1089229356632375,False,0
198,Motorola Solutions Inc.,MSI,Information Technology,Communications Equipment,11,353,-,-,167.55,1.6950164130110412,0.71,4,2.84,A12,0.64,2020-12-14 00:00:00,2021-01-15 00:00:00,10.937499999999991,8.936170212765958,10.839367461184835,13.485457134316015,,,0.4465383157058283,,63.534675615212535,37.483221476510074,12,4.47,6.47,3.8,,-96.5,-4.1000000000000005,13.4,30.2,5.88,28560,0.1,,-22.30274792918302,15.180473547327056,,2.5856,2.84416,3.011396608,3.1884667285504,3.3759485721891633,15.005571908739563,8.955876997158796,0.74,38.73,-10.639999999999999,-1.7500000000000002,8.690000000000001,,2011,0,7.3999999999999995,0.8244180525077576,False,0
199,MSC Industrial Direct Co. Inc.,MSM,Industrials,Trading Companies & Distributors,18,199,-,-,77.57,3.8674745391259515,0.75,4,3,A30,0.63,2019-07-22 00:00:00,2019-08-06 00:00:00,19.047619047619047,8.69565217391306,17.91165134163655,12.976139410661048,13.575379559642652,0.9558583134748552,3.414773529121329,2020 = Year 18,74.44168734491315,19.248138957816373,8,4.03,2.89,1.37,3.89,,-13.200000000000001,8.58,3.8,6.75,4310,0.8,0.44,-2.404525008029374,16.843613949787,82.42229462419908,3.0300000000000002,3.2899740000000004,3.512047245,3.7491104340374997,4.00217538833503,17.58330706737253,22.66766413223222,1.05,79.89,-11.690000000000001,-6.83,12.620000000000001,,2003,1,,0.48547462252682266,False,0
200,Muncy Bank Financial Inc.,MYBF,Financials,Banks,19,177,N,-,39.5,3.645569620253165,0.36,4,1.44,C15,0.35,2020-12-03 00:00:00,2020-12-15 00:00:00,2.85714285714286,5.223880597014907,4.942907886883452,7.113404340823615,8.829434827063265,0.8056466217996407,,,,,12,,,,,,,,,,,,,,10.75897396107678,,1.4523,1.495869,1.5407450699999998,1.5869674220999999,1.6345764447629998,7.7104579368629995,19.520146675602533,,,,,,OTC,2002,1,,1.0568436063469941,False,0
201,NewMarket Corp.,NEU,Materials,Chemicals,15,259,-,-,392.19,1.9378362528366353,1.9,4,7.6,A03,1.75,2019-09-13 00:00:00,2019-10-01 00:00:00,8.571428571428566,6.2937062937062915,3.5239911430079873,6.298004826234438,17.61757833201156,0.3574841392809824,1.4646522851707995,2020 = Year 15,33.08663474096648,17.074009577710058,12,22.97,2.27,2.2,6.04,37.8,14.7,,4.3,7.7,4430,17.39,0.0,-8.838168498638984,8.235841079071074,114.08930415897709,8.36,8.6108,9.2738316,9.9879166332,10.756986213956399,46.9895344471564,11.981318862580995,0.43,28.73,-14.46,-1.4200000000000002,0.38999999999999996,,2006,1,13.5,1.7859597366451232,False,0
202,National Healthcare Corp.,NHC,Health Care,Health Care Providers & Services,17,225,-,-,64.05,3.247462919594067,0.52,4,2.08,C01,0.5,2019-06-27 00:00:00,2019-08-30 00:00:00,4.0000000000000036,1.9607843137254832,3.7966802438808456,7.043505702569441,6.773617755135319,1.0398439884254629,0.9782646809124225,2020 = Year 17,114.28571428571428,35.192307692307686,12,1.82,,0.95,1.29,3.6999999999999997,12,,7.199999999999999,,969.15,3.1,0.02,-24.90133907014418,10.290968622163508,42.0454965034903,2.2880000000000003,2.3566400000000005,2.4273392000000005,2.5001593760000005,2.5751641572800006,12.147302733280004,18.965343845870418,0.23,14.62,-25.650000000000002,-5.55,-1.77,,2004,1,2.1999999999999997,0.5164470505214924,False,0
203,National Health Investors,NHI,Real Estate,Equity Real Estate Investment Trusts (REITs),18,186,Y,Y,64.84,6.801357186921653,1.1025,4,4.41,B10,1.05,2020-03-30 00:00:00,2020-05-08 00:00:00,4.999999999999999,4.999999999999982,5.132108845925276,5.589288248337687,6.5753203151778905,0.850040451327651,1.4708653285099178,,103.52112676056339,15.220657276995306,12,4.26,1.54,8.76,1.96,12.7,0.1,-14.42,3.8,10,2920,4.7,1.02,-2.830011841735965,12.39064543525934,15.147226073426534,4.361857499999999,4.405476074999999,4.846023682499999,5.330626050749999,5.863688655824999,24.807671964075,38.25982721171344,0.92,106.69,-28.84,-3.39,5.89,,2003,1,6.1,0.9742583702155531,False,0
204,NiSource Inc.,NI,Utilities,Multi-Utilities,10,460,N,N,22.15,3.9729119638826185,0.22,4,0.88,B20,0.21,2021-02-08 00:00:00,2021-02-19 00:00:00,4.761904761904766,4.999999999999982,6.265856918261115,10.3085496986149,8.797646599484121,1.1717394625989381,6.872366465743267,,,,12,-0.78,,1.74,1.87,-6.1,574.0999999999999,3.2099999999999995,1.5,1.66,8490,0.2,2.34,,14.281461662497518,,0.924,0.9536604000000001,0.96949116264,0.985584715939824,1.001945422224425,4.834681700804249,21.827005421238148,0.29,13.239999999999998,-27.279999999999998,-3.42,-5.3100000000000005,,2012,0,-1.3,0.7979754509599575,False,0
205,Nike Inc.,NKE,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",18,179,Y,Y,133.59,0.8234149262669361,0.275,4,1.1,A02,0.245,2020-12-04 00:00:00,2020-12-29 00:00:00,12.244897959183684,11.363636363636353,10.823329352516264,11.842691472014465,13.346158167069744,0.8873483532688137,,,62.85714285714287,76.33714285714287,5,1.75,2.24,5.64,19.93,30.599999999999998,-35.9,28.1,-2.9000000000000004,34.300000000000004,215830,1.3,0.89,-63.671036458861465,12.666106398281402,722.3000958403493,0.9898,1.08878,1.1976580000000001,1.3174238000000003,1.4491661800000004,6.042827980000001,4.523413414177709,0.85,122.64999999999999,-9.71,-3.63,16.43,,2003,1,9,1.0499205922246535,False,0
206,Northrop Grumman,NOC,Industrials,Aerospace & Defense,17,218,N,N,286.61,2.0236558389449075,1.45,4,5.8,C21,1.32,2020-05-29 00:00:00,2020-06-17 00:00:00,9.84848484848484,9.883720930232553,13.285106503057808,12.835114258350622,13.05342080581311,0.9832759128269833,2.037319723547718,,39.64456596035543,19.59056732740943,12,14.63,2.63,1.38,4.67,25.7,-26.6,6.08,6.3,7.62,48640,0.1,1.53,-4.7317972301139015,14.85877009729553,101.64649972883191,5.7267,6.07488336,6.537789472032,7.035969029800839,7.572109869871663,32.947451731704504,11.49556949572747,0.75,8.85,-25.56,-4.78,-9.719999999999999,,2004,1,5.7,0.7439700184531931,False,0
207,Neenah Paper Inc.,NP,Materials,Paper & Forest Products,10,362,-,-,50.92,3.6920659858601725,0.47,4,1.88,C02,0.45,2020-02-13 00:00:00,2020-03-03 00:00:00,4.444444444444437,4.444444444444429,8.300894742530796,9.39445793745275,16.737338017942328,0.5612874596534972,,,,,12,-0.63,,1.1,2.37,-2.7,49.9,36.79,-3.9,5,876.08,0.5,0.53,,13.086523923312921,,2.068,2.2748000000000004,2.3885400000000003,2.5079670000000003,2.6333653500000005,11.872672350000002,23.316324332285944,1.52,52.27,-29.799999999999997,-4.75,7.51,,2011,0,-1.2,0.5354175160989207,False,0
208,Northrim BanCorp Inc.,NRIM,Financials,Banks,11,324,-,-,32.12,4.35865504358655,0.35,4,1.4,C16,0.34,2020-09-09 00:00:00,2020-09-18 00:00:00,2.9411764705882213,9.523809523809511,17.0739339066025,13.273800857430285,12.109558169360902,1.096142458030806,3.687166904841746,,33.09692671394798,7.593380614657209,12,4.23,,2.65,0.95,13.200000000000001,8.6,-29.580000000000002,3.5999999999999996,,196.83,0.8999999999999999,0.05,10.039075286359623,17.632455901016833,-43.37761893650436,1.49868,1.5136668,1.559076804,1.6058491081200001,1.6540245813636,7.831297293483599,24.381373890048568,0.73,85.45,-20.94,-4.760000000000001,16.97,,2010,0,1.5,0.5577981955363344,False,0
209,Insperity Inc.,NSP,Industrials,Professional Services,10,369,-,-,78.49,2.0384762390113393,0.4,4,1.6,C22,0.3,2020-03-04 00:00:00,2020-03-19 00:00:00,33.33333333333335,33.33333333333335,40.65355476678374,30.360557926275344,19.926363113816482,1.5236376930832918,0.6351581156124549,,40.50632911392405,19.870886075949365,12,3.95,1.36,0.71,76.26,905.5999999999999,14.7,-12.23,47.8,15,3070,2.5,9.1,12.528148089337321,32.399034165286686,720.6647094891091,1.7600000000000002,1.7776000000000003,1.9553600000000004,2.150896000000001,2.365985600000001,10.009841600000001,12.753015161167031,1.53,247.45,-18.05,-7.9799999999999995,13.36,,2011,0,13.100000000000001,0.8199364981624823,False,0
210,Nu Skin Enterprises Inc.,NUS,Consumer Staples,Personal Products,20,164,-,-,57.87,2.5920165889061693,0.375,4,1.5,C14,0.37,2020-02-27 00:00:00,2020-03-11 00:00:00,1.3513513513513526,1.3513513513513598,1.3700332595566689,1.3894214014664508,11.612317403390438,0.11965065655721592,,,50.67567567567568,19.550675675675674,12,2.96,2.19,1.24,3.63,19.2,43.8,11.51,0,9.049999999999999,3000,0.4,0.41,-15.569237685303055,3.98143799037262,77.5999908692474,1.6500000000000001,1.8150000000000004,1.9792575000000006,2.1583803037500005,2.3537137212393757,9.956351524989376,17.20468554516913,1.33,370.3,-3.08,7.16,25.06,,2001,2,8.9,0.986363901697281,False,0
211,Northwest Bancshares Inc.,NWBI,Financials,Thrifts & Mortgage Finance,11,298,N,N,12.75,5.96078431372549,0.19,4,0.76,B15,0.18,2020-02-05 00:00:00,2020-02-14 00:00:00,5.555555555555561,5.555555555555558,5.895589606372331,6.298004826234438,6.629005847852576,0.9500677734768685,0.6845657419820042,,135.7142857142857,22.767857142857142,12,0.56,3.31,3.89,1.07,4.5,2.4,70.53,9.2,7.000000000000001,1660,0.3,0.34,-10.509068002897214,12.258789139959928,4.05470173125746,0.77824,0.8560640000000002,0.9159884800000002,0.9801076736000003,1.0487152107520004,4.579115364352001,35.91463030864314,0.65,49.65,-20.26,-0.25,18.3,,2010,0,0.5,0.9423239958138805,False,0
212,NorthWestern Corp.,NWE,Utilities,Multi-Utilities,16,235,N,N,54.47,4.406095098219203,0.6,4,2.4,C30,0.575,2020-03-12 00:00:00,2020-03-31 00:00:00,4.347826086956526,4.347826086956519,4.551591714942038,4.563955259127317,5.844241087629198,0.7809320646932366,0.7868888377805718,,75.23510971786834,17.07523510971787,12,3.19,6.38,2.31,1.35,7.9,12.8,5.72,5.800000000000001,2.7,2800,0.8999999999999999,1.12,-8.10518475237135,8.97005035734652,1.2182842466257116,2.64,2.7910079999999997,2.8663652159999993,2.943757076831999,3.0232385179064627,14.264368810738464,26.187568956744013,0.39,20.880000000000003,-32.35,-5.13,-1.79,,2005,1,2.7,0.9552320065711091,False,0
213,Norwood Financial,NWFL,Financials,Banks,23,151,N,N,24.68,4.2139384116693686,0.26,4,1.04,B01,0.25,2021-01-14 00:00:00,2021-02-01 00:00:00,4.0000000000000036,4.166666666666674,4.8856515226023856,4.048836820440749,3.9505022818565383,1.0248916546728326,0.4048836820440749,,54.736842105263165,12.989473684210527,12,1.9,,3.77,1.05,8.6,3.4000000000000004,,10,,199.75,4,0.0,-4.726698452100409,8.262775232110117,-22.14273068001349,1.034,1.06502,1.0969706000000001,1.1298797180000002,1.1637761095400003,5.489646427540001,22.24329994951378,0.54,16.42,-33.239999999999995,-7.79,-2.68,,2000,2,0.8999999999999999,0.8528374664853834,False,0
214,Oil-Dri Corp. of America,ODC,Consumer Staples,Household Products,18,193,-,-,34.67,2.999711566195558,0.26,4,1.04,C01,0.25,2020-08-13 00:00:00,2020-08-28 00:00:00,4.0000000000000036,4.081632653061229,4.260360145884445,4.4617420086995985,5.104388114252112,0.8740992865024972,0.43742568712741164,,36.36363636363637,12.122377622377623,7,2.86,,0.88,1.18,,55.00000000000001,,10.2,,253.31,2.5,0.07,-4.660924047482467,7.461453574895156,-20.265982181294795,1.122,1.1556600000000001,1.1903298000000002,1.2260396940000002,1.2628208848200002,5.9568503788200005,17.181570172541104,0.56,21.51,-9.879999999999999,-0.73,-1.7500000000000002,,2003,1,,0.9580487360919783,False,0
215,OGE Energy Corp.,OGE,Utilities,Electric Utilities,14,267,N,N,30.52,5.275229357798166,0.4025,4,1.61,A30,0.3875,2020-10-09 00:00:00,2020-10-30 00:00:00,3.8709677419354875,5.564924114671155,8.068109021885284,8.832372145528167,7.998477607719678,1.1042566571673165,4.906873414182315,,,,12,-0.97,,2.93,1.69,-5.2,1.7999999999999998,6.890000000000001,1.7999999999999998,2.1,6180,0.1,0.95,,14.107601503326332,,1.59317,1.702939413,1.7387011406729997,1.7752138646271325,1.8124933557843022,8.622517774084434,28.25202416148242,0.67,32.67,-34.27,-5.11,-3.4799999999999995,,2007,1,-1.7999999999999998,0.6897432966728544,False,0
